id,title,genre,genre_number,Production Country,Release Year,Director,Plot
5184,과거 속의 살인,드라마,2,영국,1994,그래메 클리포드,"경찰, 작가, 살인, TV영화"
4928,굿캅스,액션,10,프랑스,1994,끌로드 지디,"경찰, 마약, 비리"
4929,센스 오브 스노우,액션,10,독일,1997,빌 어거스트,"소설원작, 과학자, 살인, 추적, 음모, 그린란드"
5611,아방드르,드라마,2,프랑스,1998,레티샤 마송,"에이즈, 마약, 섹스"
4937,롭 로이,액션,10,미국,1994,마이클 카튼-존스,"소설원작, 리메이크, 역사, 로맨스, 스코틀랜드"
359,망향,멜로,3,"대한민국,홍콩",1958,정창화,"합작영화,한홍합작영화,한국홍콩합작영화,밀수단,밀수조직,폭력/깡패,암흑가의보스"
4939,레이븐,액션,10,미국,1996,리셀 솔베그,"CIA, 배신, 워싱턴, TV영화"
5620,플레잉 갓,드라마,2,미국,1997,앤디 윌슨,"FBI, 의사, 신분위장, 마약, 수술, 네오누아르"
4948,제국의 역습,액션,10,미국,1980,어빈 캐슈너,"로봇,블록버스터,시리즈,외계인,우주,우주선,전사,제국,속편"
6581,레드 바이올린,드라마,2,미국,1998,프랑소와 지라드,"로맨스, 에피소드, 바이올린, 경매, 문화혁명, 인디영화"
5072,퍼니 게임,드라마,2,오스트리아,1997,미하엘 하네케,"살인, 달걀, 리모컨, 텔레비전, 폭력, 심리극, 컬트영화"
4593,쥬라기 공원 2 - 잃어버린 세계,액션,10,미국,1997,스티븐 스필버그,"공룡,공원,과학자,블록버스터,사냥꾼,섬,소설원작,시리즈,음모,정글,항구,속편"
5291,L.A. 컨피덴셜,드라마,2,미국,1997,커티스 한슨,"LA,기자,네오누아르,모텔,배우,백만장자,복수,살인,소설원작,스캔들,추적,팜므파탈,할리우드,형사,미국소설원작"
4585,라스트맨 스탠딩,액션,10,미국,1996,월터 힐,"리메이크, 폭력, 금주법, 국경"
5300,그리고 삶은 계속된다,드라마,2,프랑스,1991,압바스 키아로스타미,"시리즈, 지진, 이란"
4538,살인에 관한 짧은 필름,드라마,2,폴란드,1988,크쥐시토프 키에슬로프스키,"리메이크, 살인, 택시기사, 변호사, 사형"
4789,첩혈쌍웅 2,액션,10,홍콩,1995,진목승,"보스, 경찰, 폭발, 납치"
4540,헨리 밀러의 북회귀선,드라마,2,미국,1991,필립 카우프만,"일기원작, 역사, 작가, 로맨스, 불륜, 겨울"
4730,카리브해의 정사,드라마,2,미국,1993,존 두이간,"소설원작, 상류층, 농장, 노예, 섹스, 방화, 자마이카"
4793,5인의 테러리스트와 나홀로 게임,코메디,13,미국,1994,로렌스 라노프,"테러, 암살, 수영장, 컴퓨터, 과학자"
4738,스탈린 그라드,드라마,2,독일,1993,요셉 빌스마이어,"반전, 제제2차세계대전, 독일군, 러시아"
4732,스토미 나이트,드라마,2,미국,1996,알베르토 비다우리,"교통사고, 불륜"
4734,프랭키 스타라이트,드라마,2,영국,1995,마이클 린제이-호그,"소설원작, 로맨스, 폭발, 예언, 밀항, 임신, 결혼"
5447,디 엣지,액션,10,미국,1997,리 타마호리,"백만장자, 비행기사고, 카누, 곰, 생존, 야생, 알라스카"
5187,포스 맨,드라마,2,네덜란드,1983,폴 버호벤,"소설원작, 작가, 섹스, 꿈, 팜므파탈, 초현실, 기차역, 저택"
5457,제 5 원소,액션,10,프랑스,1996,뤽 베송,"우주, 우주선, 행성, 택시기사, 외계인, 로봇, 오페라, 추적, 사막, 블록버스터"
5188,쉘로우 그레이브,드라마,2,영국,1994,대니 보일,"심리극, 아파트, 살인, 돈, 룸메이트, 배신, 인디영화"
4581,동물적 본색,드라마,2,이탈리아,1994,빈센트 던,"살인, 형사, 다이아몬드"
5452,위대한 레보스키,코메디,13,미국,1998,조엘 코엔,"볼링, 칵테일, 강도, 납치, 몸값, 돈가방, 경찰, 초현실, 블랙코미디, 네오누아르"
4590,색겁정겁,드라마,2,홍콩,1996,구예도,"로맨스, 납치, 살인, 복수"
4591,브론디,드라마,2,이탈리아,1993,세르지오 루비니,기억상실
4882,메트로,액션,10,미국,1996,토마스 카터,"형사, 강도, 납치, 추적, 인질, 복수, 버디무비, 샌프란시스코"
6598,사랑이 지나간 자리,드라마,2,미국,1998,울루 그로스바드,"소설원작, 유괴, 트라우마, 학교"
5443,페이스,드라마,2,영국,1997,안토니아 버드,"은행강도, 경찰, 돈, 추적, 런던"
4875,프랭키 더 플라이,코메디,13,미국,1996,피터 마클,"마피아, 포르노"
4876,특전대 네이비씰 2,액션,10,미국,1997,로드니 맥도날드,"네이비실, 과학자, 납치"
4670,애정만세,드라마,2,대만,1994,차이밍량,"게이,묘지,부동산중개인,세일즈맨,시리즈,아파트,퀴어,LGBT,퀴어무비,성소수자"
4671,라이어,드라마,2,프랑스,1996,엘리 슈라키,"로맨스, 작가, 호텔, 회상, 영화속영화"
52089,데빌 인사이드 미,공포,1,캐나다,2019,알렉산드르 카리에르,
4880,최후의 홀로코스트,액션,10,이탈리아,1990,미켈레 마시모 타란티니,"정글, 섹스, 고어"
5133,벼랑 끝에 걸린 사나이,코메디,13,미국,1994,조지 훵,"영화제작, 할리우드, 인질, 복수, 블랙코미디"
4680,리차드 3세,드라마,2,"미국, 영국",1995,리차드 론크레인,"연극원작, 암살, 장애"
5126,빅 불리,코메디,13,미국,1996,스티브 마이너,"학교, 기억, 테러, 복수"
5127,레드 스콜피온 2,액션,10,미국,1993,마이클 케네디,"시리즈, 정치, 음모, 특수요원"
4681,가족의 기도,드라마,2,미국,1991,스캇 로젠펠트,"유태인, 도박, 성장영화"
5136,성룡의 썬더볼트,액션,10,홍콩,1995,진가상,"자동차경주, 폭발, 경찰"
5138,솔져 보이,액션,10,미국,1994,루이스 모르뉴,"테러, 인질, 정글"
4683,알래스카,드라마,2,미국,1996,프레이져 C. 헤스톤,"조난, 곰, 알라스카"
5140,네트,액션,10,미국,1995,어윈 윈클러,"해커, 컴퓨터 바이러스, 인터넷, 추적, 해변, 공항, 캘리포니아"
4684,마이클 콜린스,드라마,2,미국,1996,닐 조단,"역사, 아일랜드, 출소, 복수, 투쟁"
4805,당신이 잠든사이에,코메디,13,미국,1994,존 터틀타웁,"결혼,고양이,기차,로맨스,병원,아파트,코마,크리스마스,혼수상태"
4794,댓 씽 유두,코메디,13,미국,1996,톰 행크스,"음반산업, 락밴드, 빌보드, 매니저, 계약, 콘서트"
4740,심플리 러브,드라마,2,독일,1994,피터 팀,"학교, 체육관, 살인"
4796,섀도우 프로그램,액션,10,미국,1996,조지 P. 코스마토스,
4816,독 워치,액션,10,미국,1996,존 랭글리,"형사, 살인, 마약, 비디오영화"
4993,스틸 브리딩,코메디,13,미국,1997,제임스 F. 로빈슨,로맨스
4936,데쓰 인 그라나다,드라마,2,스페인,1996,마라코스 쥬리나가,"작가, 내전, 스페인"
5006,비룡,액션,10,홍콩,1997,원규,"도박, 로맨스, 출소, 경찰, 해변, 홍콩"
5007,브레이브 하트,액션,10,미국,1995,멜 깁슨,"서사극, 역사, 혁명, 전사, 명예, 정치, 복수, 중세, 잉글랜드, 스코틀랜드, 블록버스터"
4995,디코이,액션,10,미국,1995,비토리오 람발디,"사업가, 컴퓨터, 납치, 복수, 추적"
4932,콜리야,드라마,2,체코,1996,장 스베락,"노인, 첼로, 계약결혼, 소년, 장례식, 교회"
5008,신으로부터의 뉴스,코메디,13,프랑스,1996,디디에르 르 페쳐,"소설원작, 작가, 자살, 신, 신부, 교회"
5462,새들이 그린 세상,코메디,13,미국,1995,브라이언 고돈,"로맨스, 교통체증, 리포터, 춤"
5463,파파라치,코메디,13,프랑스,1998,알랑 베베리앙,"파파라치, 사진, 가수, 축구"
4940,일그러진 사랑,드라마,2,뉴질랜드,1996,그레고어 니콜라스,"이주민, 뉴질랜드, 보스니아, 내전"
5622,마이티,코메디,13,미국,1998,피터 첼섬,"병원,성장영화,소설원작,우정,장애,장애아,학교,장애아동,학습장애"
4941,어느 어머니의 아들,드라마,2,영국,1996,테리 조지,"역사, 교도소, 투쟁, 아일랜드"
4584,작은 전쟁,드라마,2,미국,1994,존 애브넛,"방학, 오두막, 병원, 전쟁후유증, 베트남전,베트남전쟁,월남전"
5619,셰익스피어 인 러브,코메디,13,"영국,미국",1998,존 매든,"로맨스, 작가, 여배우, 연극, 남장여자, 오디션, 춤, 극장, 해변"
4594,제 8 요일,드라마,2,벨기에,1996,자코 반 도마엘,"사업가, 이혼, 다운증후군"
53397,파이널 컷,공포,1,미국,2019,조 레이저,
4881,블랙 워터 트레일,액션,10,오스트레일리아,1996,이안 배리,"장례식, 실종, 강간, 추적"
4595,숀 코네리의 함정,드라마,2,미국,1994,안 글림처,"소설원작, 살인, 교도소, 네오누아르"
5084,무법의 탈주자,액션,10,미국,1994,로버트 안토니,"용병, 복수"
4791,샤인,드라마,2,오스트레일리아,1996,스콧 힉스,"피아니스트, 천재, 정신이상, 로맨스, 레스토랑, 콘서트"
5086,아폴로 13,사극,8,미국,1995,론 하워드,"NASA,실화바탕,아이맥스,우주비행사,우주선,우주여행"
5077,소취권,액션,10,홍콩,1995,소영,"소림사, 쿵푸"
5079,휴먼 타임범,액션,10,미국,1995,마크 로퍼,"FBI, 마약, 마이크로칩, 인질"
4792,다섯 번 갈아탄 버스,드라마,2,브라질,1978,네빌레 드 알메이다,"결혼, 강간, 모텔"
4801,스패로우,드라마,2,이탈리아,1994,프란코 제피렐리,"소설원작, 로맨스, 수녀, 별장, 소풍, 정신이상"
4803,인어전설(人魚傳說),드라마,2,홍콩,1994,라문,"로맨스, 교사, 학교, 바다, 실종, 인어"
5091,유덕화의 도망자,액션,10,홍콩,1995,임영동,"CIA, 배신, 복수, 추적, 로맨스"
53143,발라드 오브 레프티 브라운,드라마,2,미국,2017,자레드  모쉐,
5444,너의 폭풍속으로,드라마,2,미국,1997,비반 키드론,"소설원작, 로맨스, 난파, 해변, 농장, 정원사, 오두막, 결혼"
4534,영웅,액션,10,홍콩,1995,원규,"경찰, 부자지간, 인질, 홍콩"
4543,가면속의 정사,코메디,13,캐나다,1995,데니 아르깡,"로맨스, 배우, 웨이터, 동거"
4544,온니 유,코메디,13,미국,1994,노만 제이슨,"로맨스, 운명, 베니스"
5437,머더 인 마인드,드라마,2,미국,1997,앤드류 모라헨,"연극원작, 살인, 형사, 의사, 최면, 기억"
5448,세가지 소망,드라마,2,미국,1996,마사 쿨리지,"가족애,마법,암,야구,한국전쟁,회상,6.25,6.25,625"
4537,커리지 언더 파이어,액션,10,미국,1996,에드워드 즈윅,"군대, 알콜중독, 마약, 사막, 걸프전"
5449,레드 코너,드라마,2,미국,1997,존 애브넛,"협상가, 누명, 법정, 변호사, 중국"
4743,요재염담지오통신,액션,10,홍콩,1996,敖志君(오지군),"악마, 로맨스, 복수, 마계"
4687,캡틴 코난,드라마,2,프랑스,1996,베르뜨랑 따베르니에,"소설원작, 군대, 전사, 제1차세계대전"
5011,써바이버,액션,10,미국,1997,닉 데이비스,"핵무기, 우주선"
5012,미스타 몬스터,코메디,13,이탈리아,1994,"로베르토 베니니,미셸 필리피","연쇄살인, 경찰, 심리학자, 증거, 슬랩스틱"
5013,조디 포스터의 홀리데이,코메디,13,미국,1996,조디 포스터,"로맨스, 가족애, 게이, 추수감사절, 크리스마스"
4873,미드나이트 블루,드라마,2,미국,1996,스캇스 나이더,"은행, 섹스, 음모"
5189,위험한 진실,액션,10,미국,1997,키퍼 서덜랜드,"로맨스, 교도소, 인질, 인종문제, 마약"
5190,1+7,코메디,13,브라질,1993,호세 미지아라,"섹스, 파티"
4884,올리브 나무 사이로,드라마,2,프랑스,1994,압바스 키아로스타미,"시리즈, 영화제작, 이란"
5192,머니 토크,액션,10,미국,1997,브렛 래트너,"탈출, 인질, 경찰, 결혼, 도망자, 추적, 킬러"
4874,쥬드,드라마,2,미국,1996,마이클 윈터바텀,"소설원작, 로맨스, 결혼, 근친상간, 자살"
5201,마 스,액션,10,미국,1996,조 헤스,"형제, 음모, 화성"
5202,피스 키퍼,액션,10,미국,1996,프레더릭 포레스티에,"테러, 핵미사일, 워싱턴"
4887,잉글리쉬 페이션트,드라마,2,미국,1996,안소니 밍겔라,"수도원,제2차세계대전,피아노,간호사,기억상실,로맨스,사막,소설원작,재개봉"
5453,리플레이스먼트 킬러,액션,10,미국,1997,안톤 후쿠아,"킬러, 마약, 형사, 복수, 추적"
5454,메이 데이,액션,10,미국,1997,요시 와인,"시리즈, 잠수함, 테러, 인질, TV영화"
5455,옥보단 3,사극,8,홍콩,1998,장민,"시리즈, 로맨스, 섹스, 기생, 누명"
5456,문 베이스,SF,15,미국,1997,파올로 마주카토,"우주, 달, 폐기물, 교도소, 핵무기, 탈출"
5250,자웅대도,액션,10,홍콩,1995,오지군,"의적, 형사, 누명"
4888,카운터 피트,드라마,2,미국,1996,존 멀로리 애쉬,"위조지폐, 복수"
5134,다운 타임,드라마,2,영국,1997,바랫 낼러리,"로맨스, 아파트, 엘리베이터, 탈출"
5135,다크 댄서,드라마,2,미국,1994,봅 비지,"연쇄살인, 교수, 댄서, 의사, 경찰"
5139,비즈니스 플레져,드라마,2,미국,1995,라파엘 아이젠맨,"섹스, TV영화"
51178,"영안실, 야간근무자",공포,1,파라과이,2019,휴고 하비에르 카르도조,
5253,자칼,액션,10,미국,1997,마이클 카튼-존스,"리메이크, 소설원작, KGB, FBI, 마피아, 암살, 복수, 테러, 추적, 러시아"
4529,캐링턴,드라마,2,"영국,프랑스",1995,크리스토퍼 햄튼,"게이,동거,로맨스,질투,해변,화가,퀴어"
5263,킹스 데이,코메디,13,프랑스,1996,프랑코 벨치,"형제, 파리"
51182,죽이는 여자,공포,1,미국,2019,애쉴리 해밀톤,
4795,치로와 엘리야,드라마,2,이탈리아,1994,가브리엘 살바토레,"선거, 투쟁, 인질"
4688,파리넬리,사극,8,프랑스,1994,제라르 꼬르비오,"형제, 가수, 오페라, 게이, 공연, 법정"
53629,흑마술: 보육원의 비밀,공포,1,인도네시아,2019,키모 스탐보엘,
4737,스페이스 잼,코메디,13,미국,1996,조 핏카,"부분애니메이션, 외계인, 몬스터, 농구"
4754,보이즈 온 더 사이드,코메디,13,미국,1994,허버트 로스,"우정, 레즈비언, 에이즈, 살인, 임신, 버디무비"
4745,데이라잇,액션,10,미국,1996,롭 코헨,"터널, 화재, 탈출, 구조"
4746,로미오와 줄리엣,액션,10,미국,1996,바즈 루어만,"결혼,교통사고,로맨스,방송,연극원작,총,파티,셰익스피어"
4747,올리버 스톤의 킬러,액션,10,미국,1994,올리버 스톤,"연쇄살인, 로맨스, 초현실, 마약, 폭력, 저널리즘, 텔레비전, 교도소, 탈옥, 스플래터, 고어, 블랙코미디, 네오누아르"
5005,컨스피러시,드라마,2,미국,1997,리차드 도너,"음모, 로맨스, FBI, CIA, 정치, 추적, 뉴욕, 음모이론"
4760,아틱블루,액션,10,영국,1994,피터 매스터슨,"추적, 살인, 알라스카"
4998,변검(킹 오브 마스크),드라마,2,홍콩,1996,오천명,"가면, 휴계자, 전통"
4944,큰 도둑 작은 도둑,코메디,13,미국,1995,앤드류 데이비스,"쌍둥이, 농장, 1인2역"
5614,사랑이 머무는 풍경,드라마,2,미국,1998,어윈 윈클러,"실화바탕, 로맨스, 시각장애인, 안마사, 건축디자이너, 수술, 뉴욕"
5623,퍼펙트 머더,드라마,2,미국,1998,앤드류 데이비스,"리메이크, 사업가, 화가, 불륜, 복수, 네오누아르"
5193,슈톤크,코메디,13,독일,1995,헬무트 디틀,"사기극, 히틀러"
5195,신의 연인,사극,8,이탈리아,1993,지오반니 베로네시,"로맨스, 역사, 성서"
5624,더 게임,드라마,2,미국,1997,데이비드 핀처,"사업가, 게임, 음모, 추적, 백만장자, 웨이트리스, 네오누아르"
4598,노출된 유혹,액션,10,이탈리아,1992,안드리아 비안치,"자동차경주, 교통사고, 로맨스"
4589,러브 어페어,코메디,13,미국,1994,글렌 고든 카론,"리메이크, 로맨스, 비행기, 배"
4610,러브 앤 에이 45,코메디,13,미국,1994,C.M. 토킹톤,"강도, 마약, 결혼, 도망자, 추적, 멕시코"
6599,글로리아,드라마,2,미국,1999,시드니 루멧,"리메이크, 교도소, 복수, 마피아"
5074,바디 체크,드라마,2,미국,1995,조지 케이스,"변호사, 마피아, 살인, 음모, 팜므파탈, TV영화"
4604,고스트 파트너,코메디,13,프랑스,1996,제라르 오우리,"유령, 돈, 복수"
4614,란제리,코메디,13,프랑스,1997,빠뜨릭 브라우데,"로맨스, 속옷, 디자이너, 파리"
5085,데드 이노센트,드라마,2,미국,1996,사라 보스포드,"모녀지간, 납치, 형사, 복수, 법"
6616,스크림 2,코메디,13,미국,1997,웨스 크레이븐,"극장,대학교,리포터,복수,스플래터,슬래셔,시리즈,연쇄살인,영화속영화,영화속영화,휴대전화,속편"
6619,미이라,액션,10,미국,1999,스테판 소머스,"고대이집트,마법,몬스터,미이라,부활,블록버스터,시리즈"
6630,노팅 힐,코메디,13,미국,1999,로저 미셸,"기자회견,런던,로맨스,서점,여배우,영화제작,재개봉"
5087,블러드 앤 와인,드라마,2,미국,1996,밥 라펠슨,"와인, 도둑, 목걸이, 배신, 추적, 네오누아르"
4697,랜섬,액션,10,미국,1996,론 하워드,"리메이크, 납치, 인질, 몸값, FBI, 추적, 뉴욕, 네오누아르"
5089,영웅 갈가메스,드라마,2,미국,1997,숀 맥나마라,"왕, 음모, 거인, 우정"
5090,증오,드라마,2,프랑스,1995,마띠유 카소비츠,"증오, 인종문제, 경찰, 프랑스"
4533,프레임 바이 프레임,드라마,2,캐나다,1990,존웰든,"외모, 권력"
4545,하우스 콜,드라마,2,네덜란드,1993,벤 베르봉,"의사, 살인"
4699,애딕티드 러브,코메디,13,미국,1997,그리핀 던,"로맨스, 천문학자, 사진작가, 복수"
4700,야수의 날,코메디,13,스페인,1995,알렉스 드 라 이글레시아,"초현실, 초자연, 악마, 종말, 교회, 신부, 흑마술, 다크코미디"
4703,브레이드 킬러,액션,10,미국,1986,게리 샤먼,"현상금사냥꾼, CIA, 테러, 복수"
4704,용호쟁투,액션,10,홍콩,1996,등연성,"형제, 강간, 납치, 홍콩"
4890,마이티 아프로디테,코메디,13,미국,1995,우디 알렌,"기자, 입양, 포르노배우, 그리스신화"
4891,레인저 스카우트,코메디,13,미국,1995,그렉 비먼,"우편배달부, FBI, 추적, 보이스카우트, 숲"
4536,쥬다스,드라마,2,미국,1990,제임스 바든,"예수, 음모, 십자가"
4946,킬링 타겟,액션,10,미국,1996,리차드 마틴,"FBI, 숲, 사냥, 복수, 병원"
4741,브레이킹 더 웨이브,드라마,2,"네덜란드,노르웨이,덴마크,스웨덴,아이슬란드,프랑스",1996,라스 폰 트리에,"로맨스, 결혼, 노동자, 사고, 섹스, 스코틀랜드, 핸드헬드"
5010,햇빛 쏟아지던 날들,드라마,2,"홍콩,중국",1994,강문,"소설원작, 성장영화, 문화혁명, 중국"
4956,사랑의 조건,코메디,13,미국,1993,매튜 메셔코프,"로맨스, 유태인, 수용소, 호텔, 레스토랑, 웨이터, 파시즘, 이탈리아, 제제2차세계대전"
5198,불안은 영혼을 잠식한다,드라마,2,독일,1974,라이너 베르너 파스빈더,"로맨스, 중년, 인종문제, 여행, 아파트, 병원"
4949,패션 쇼,코메디,13,미국,1994,로버트 알트만,"패션쇼, 쇼비즈니스, 레즈비언, 사진, 텔레비전, 호텔, 파리"
4959,여란대혹형,사극,8,홍콩,1995,임경륭,"섹스, 독살"
5191,크라임 타임,드라마,2,미국,1996,조지 슬루이저,"연쇄살인, 텔레비전"
5141,언포겟터블,SF,15,미국,1996,존 달,"기자, 경찰, 방화, 마약, 폭발, 기억, 악몽, 복수, 병원, 실험실"
5200,키스 더 걸,드라마,2,미국,1997,게리 플레더,"FBI,네오누아르,마약,살인,소설원작,심리극,추적,형사,범죄프로파일러"
4616,사보타지,액션,10,캐나다,1996,타보 타칵스,"경호원, 특수요원, 음모, 암살, 인질"
4605,사랑이라면 이들처럼,코메디,13,미국,1996,리차드 벤자민,"소설원작, 리메이크, 로맨스, 쌍둥이, 기차"
6500,포스 오브 네이처,코메디,13,미국,1998,브로넨 휴즈,"로맨스, 결혼, 비행기사고, 기차, 운명, 스크류볼"
6497,워터보이,코메디,13,미국,1998,프랑크 코라시,"리메이크, 미식축구, 대학교"
6506,푸줏간 소년,코메디,13,"아이슬란드,미국",1997,닐 조단,"소설원작, 가정폭력, 소년, 돼지, 신부, 수도원, 블랙코미디"
6757,나라야마 부시코,드라마,2,일본,1983,이마무라 쇼헤이,"리메이크, 노인, 생매장, 수간, 풍습"
6606,록스탁 앤 2 스모킹 배럴즈,액션,10,미국,1998,가이 리치,"강도, 마약, 도박, 스플래터, 블랙코미디, 인디영화"
6753,한 여름밤의 꿈,코메디,13,미국,1999,마이클 호프만,"연극원작, 로맨스, 숲, 마법"
4892,데블스 오운,액션,10,미국,1997,알란 J. 파큘라,"리메이크, 형사, 테러, 배신, 복수, 아일랜드"
4893,죽음의 게임 2,액션,10,미국,1996,알랜 메레즈,"시리즈, 격투기"
5258,동사서독,드라마,2,"홍콩,대만",1994,왕가위,"검객,검술,복수,사막,쿵푸,술"
4904,비즈니스 어페어,코메디,13,미국,1993,샤를로트 브랑스트롱,"백화점, 작가"
5259,아메리칸 퍼펙트,드라마,2,미국,1996,폴 차트,"사기꾼, 히치하이커, 자매"
4895,하드 볼,액션,10,미국,1996,죠지 에쉬버머,"보석강도, 현상금사냥꾼"
4896,크래쉬 다이브,액션,10,미국,1996,앤드루 스티븐슨,"잠수함, 비디오영화"
5261,야성적 본능,드라마,2,브라질,1981,실비오 데 어브루,섹스
4911,아메리칸 타이거,액션,10,미국,1996,데이비드 워드,"테러, 특수부대"
50888,라스베가스 모텔 살인사건,공포,1,미국,2019,조셉 켈리,
5251,데블스 에드버킷,드라마,2,미국,1997,테일러 핵포드,"소설원작, 변호사, 법정, 악마, 흑마술, 초자연"
5262,오이디푸스,드라마,2,멕시코,1996,조르쥬 알리 트리아나,"연극원작, 시장(市場), 내란, 군대, 장례식, 자살, 콜럼비아"
5144,옥보단,사극,8,홍콩,1990,맥당걸,"섹스, 레즈비언, 말, 고대 중국"
5145,레드 라인,액션,10,미국,1997,타보 타칵스,"마이크로칩, 배신, 사이보그, 부활, 러시아"
5265,티벳에서의 7년,드라마,2,미국,1997,장 자끄 아노,"등반,인권,티벳,낯선나라에서"
5154,마이클 빈의 죽음의 표적,액션,10,미국,1995,찰스 윌킨스,"마약, 비밀요원, FBI, 추적"
4748,아그네스의 원죄,드라마,2,아이슬란드,1995,에길 에드바드슨,"역사, 실화바탕, 하녀, 의사, 아이슬란드"
5147,밤 셸,SF,15,미국,1997,폴 윈,"약, 부작용, 추적, 폭탄"
4546,비밀과 거짓말,코메디,13,"영국,프랑스",1996,마이크 리,"비밀, 거짓말, 검안사, 입양, 사진, 런던"
55769,해피 데스나이트,공포,1,미국,2019,에릭 포스버그,
4548,아메리칸 북두권,액션,10,미국,1994,토니 랜들,"리메이크, 소설원작, 만화원작"
4942,뉴 나이트메어,드라마,2,미국,1994,웨스 크레이븐,"배우,시리즈,악몽,영화감독,영화제작,속편"
4952,숏컷,드라마,2,미국,1993,로버트 알트만,"소설원작, 교통사고, 파티, 폰섹스, 낚시, 에피소드"
4542,플래닛,SF,15,미국,1996,알버트 마그놀리,"핵전쟁, 바이러스, 혹성, 블랙홀"
5204,체리 향기,드라마,2,이란,1997,압바스 키아로스타미,"자동차, 자살, 이란"
4597,파리에서의 마지막 탱고,드라마,2,"이탈리아,프랑스",1972,베르나르도 베르톨루치,"로맨스, 섹스, 심리극, 아파트, 춤, 권총, 파리"
4599,자연의 아이들,드라마,2,"독일, 아이슬란드, 노르웨이",1991,프리드릭 토르 프리드릭슨,"자연, 농장, 기억"
4603,화니와 알렉산더,드라마,2,"스웨덴,프랑스,서독",1982,잉마르 베르히만,"남매, 초현실, 저택, 연극, 크리스마스, 장례식, 유령, 목사, 결혼, 파티"
5467,아미스타드,사극,8,미국,1997,스티븐 스필버그,"노예,법정,실화바탕,역사,인권,인종차별,자유,정치,대통령"
4615,우리들만의 집,드라마,2,미국,1995,토니 빌,"실직, 여행, 집, 이웃"
5460,블루 인 더 페이스,코메디,13,미국,1996,"웨인 왕,폴 오스터","시리즈, 담배가게, 브룩클린"
5469,아빠 둘 엄마 하나,코메디,13,프랑스,1996,"장 마르끄 롱발,스마인","불임, 인공수정"
6779,댄스 위드 미,드라마,2,미국,1998,랜다 헤인스,"로맨스, 춤, 콘테스트"
5629,성룡의 빅타임,액션,10,홍콩,1998,곡덕소,"백만장자, 바람둥이, 로맨스, 홍콩"
4698,차이나 문,드라마,2,미국,1994,존 베일리,"살인, 네오누아르"
5626,너바나,액션,10,미국,1997,가브리엘 살바토레,"컴퓨터, 가상현실, 해커, 추적"
4690,슬리퍼스,드라마,2,미국,1996,배리 레빈슨,"교도소, 살인, 강간, 복수, 법정"
5095,일요일의 이변,코메디,13,노르웨이,1996,베리트 네스하임,"소설원작, 소녀, 교회, 부녀지간, 불륜, 성장영화"
5096,중국룡,액션,10,대만,1994,주연평,"남매, 쿵푸, 초능력, 구출, 하와이"
5097,나이트 워치,액션,10,미국,1995,"데이빗 잭슨,마이클 스타인버그","소설원작, 특수요원, 추적, 음모, 미술품, 파티, TV영화"
5099,올 레이디 두 잇,코메디,13,이탈리아,1992,틴토 브라스,"섹스, 불륜, 파티"
55534,잭 인 더 박스,공포,1,영국,2019,로렌스 파울러,
5109,트리거 해피,코메디,13,미국,1996,래리 비솝,"정신이상, 그림, 임신, 나이트클럽"
4691,심판,드라마,2,영국,1992,데이비드 존스,"소설원작, 심리극, 은행원, 고문, 감시"
5280,007 골든 아이,액션,10,미국,1994,마틴 캠벨,"납치,마피아,복수,블록버스터,비밀요원,속편,시리즈,인공위성,카지노,컴퓨터,테러,핵무기,자동차액션"
5272,터프 바스타드,액션,10,미국,1995,커트 위머,"FBI, 살인, 마약, 복수"
4562,데드 화이어,SF,15,캐나다,1996,로버트 리,"우주정거장, TV영화"
4551,러브 게임,코메디,13,이탈리아,1994,알도 그리말디,"섹스, 복수"
4692,파고,드라마,2,미국,1996,"조엘 코엔,에단 코엔","납치, 몸값, 살인, 세일즈맨, 경찰, 임신, 겨울, 고어, 스플래터, 네오누아르"
4553,디. 앤. 에이.,액션,10,미국,1996,윌리암 메사,"정글, 돌연변이, 시한폭탄"
4945,사랑에 관한 짧은 필름,드라마,2,폴란드,1988,크쥐시토프 키에슬로프스키,"리메이크, 로맨스, 관음증, 아파트, 우유배달"
4947,나인 하프 위크 2,드라마,2,미국,1996,앤  구어서드,"시리즈, 섹스, 디자이너, 파리"
4954,부코바,드라마,2,유고슬라비아,1994,보로 드라스코빅,"내전, 결혼, 우정, 임신, 유고슬라비아"
4751,러닝타겟,액션,10,미국,1996,다미안 리,"현상금사냥꾼, 마피아, 음모"
4957,짙은 선홍색(까르미샤),드라마,2,프랑스,1996,아루트로 립스타인,"간호사, 편지, 바람둥이, 연쇄살인, 사기극, 블랙코미디"
4753,장 르노의 루루,코메디,13,프랑스,1991,크리스티당 르쟈레,"도둑, 우정"
5150,델타 비너스,드라마,2,미국,1995,쟐만 킹,"소설원작, 섹스, 레즈비언, 파리, 제제2차세계대전"
4765,안토니아스 라인,코메디,13,"벨기에, 네덜란드, 영국",1995,마린 고리스,"모녀지간, 모계, 레즈비언, 천재, 임신, 강간, 여성"
5395,폴리,코메디,13,미국,1998,존 로버츠,"소녀, 앵무새"
5417,비지터 2,코메디,13,프랑스,1998,장 마리 쁘와레,"결혼,골프,기사,도둑,마법,성,시간여행,시리즈,텔레비전,휴대전화,속편"
5409,데스퍼레이트,액션,10,미국,1997,바벳 슈로더,"형사, 부자지간, 골수이식, DNA, 탈출, 추적, 병원"
